node,pagerank
244312,0.0007798842946113362
370061,0.0004278281592423856
383056,0.00039351479463581047
413339,0.00035317948897493553
198774,0.0003488436455602375
469169,0.00031642687680665557
396482,0.00031459524169207367
590347,0.0003049682975700674
417254,0.00030280511788409415
698547,0.00029776126986363086
444199,0.00029024915579060044
235384,0.0002826769448049858
682614,0.00027286397750730154
611328,0.000268227342826342
507814,0.00025486155645942574
325604,0.00023616193446478163
692750,0.00022782056104602713
412668,0.00022763445616569682
362090,0.00022223583991313586
473161,0.00021644012947833556
362836,0.00021137195802378142
632984,0.00020513306374758423
513086,0.000196885724609293
413032,0.0001968317799547969
355174,0.00019244572319635793
363119,0.0001815530597068335
362894,0.0001753520241290903
400567,0.0001739112715421483
470819,0.0001708602274336074
491633,0.00016997690070802703
721962,0.00016990712601683638
501329,0.00016170002007149874
693886,0.00016046443683014316
354209,0.00015785043754486426
429986,0.00015699958298008828
433422,0.00015503110247605339
582404,0.00015439370383170072
482503,0.00015250254834495882
272840,0.00015208912024856794
283027,0.00015195549018142684
544920,0.00014971258963063718
160939,0.0001495482160131816
632016,0.00014843676354528285
327446,0.0001457445149911144
341419,0.00014545270331346936
597098,0.00014537267009644288
588823,0.00014492855972202874
436596,0.00014472586900053658
663670,0.0001414566752884271
646103,0.00014107258525177703
248787,0.0001375039680807
594619,0.0001351139105642945
362485,0.00013507034222485833
695495,0.0001344264467328843
589593,0.00013069629353800027
354953,0.0001302314365860857
327630,0.00012912249761635184
583817,0.0001288460685744499
237011,0.00012763172724503103
327652,0.000126096026143878
175614,0.00012431398548072806
242680,0.00012367221548782145
482595,0.0001227627354016898
203316,0.0001220919750305428
355084,0.00011870654258041624
328962,0.00011810569615904157
573924,0.00011688029457659193
394579,0.00011595907841657263
720733,0.00011502251868519238
311723,0.00011481690220458421
295257,0.00011474846378369264
751754,0.00011446568648168928
363301,0.00011409936215449875
269906,0.00011312372888787029
230151,0.00011309741942230025
216986,0.00011296326366708323
330537,0.00011292995034831212
241888,0.00011137498812021393
329655,0.00011040298134171633
270915,0.0001096657939891396
214812,0.00010869280021088246
300001,0.00010818838564742413
281879,0.0001067914734283965
457944,0.0001067389405780009
283457,0.00010497854635824432
436229,0.00010493440564433698
481451,0.00010471526903179679
633868,0.0001043074685535466
301648,0.00010416335861010477
341157,0.00010290720693930252
343330,0.000102036623288613
480218,0.00010171655574060345
369981,0.00010133852374626123
340043,0.00010130446262574009
319212,0.00010075521526832054
271670,0.00010039826009578461
339601,9.79640507751243e-05
339823,9.641974877686474e-05
293860,9.561157738373317e-05
251615,9.321713524654622e-05
381366,9.288406893004026e-05
165619,9.259393806129326e-05
327231,9.252418105042187e-05
222636,9.174981238122527e-05
329069,9.000539317015838e-05
272165,8.983199120319923e-05
391198,8.935376229470204e-05
348725,8.899416680098677e-05
340453,8.886063164898005e-05
680313,8.739617310166262e-05
597356,8.716451762199034e-05
481012,8.635512647556901e-05
408230,8.448180588361613e-05
176951,8.430947203832399e-05
217866,8.337814892769541e-05
298628,8.278213946375589e-05
272443,8.106481794677723e-05
224030,8.043708849895922e-05
592430,7.98986653336097e-05
215073,7.986201556821446e-05
457225,7.94503357471306e-05
600162,7.896711477535904e-05
206508,7.873183464103053e-05
599493,7.847716864595556e-05
253040,7.84056178116873e-05
414196,7.776364343916947e-05
222820,7.746792012554357e-05
747791,7.672170346124783e-05
230043,7.615390470923441e-05
710112,7.547930571577079e-05
455510,7.544561966806296e-05
241230,7.445502628675858e-05
371067,7.413483241654439e-05
173003,7.283596588650529e-05
261708,7.2623069771873e-05
523447,7.223620056121089e-05
237902,7.219124589172353e-05
263695,7.21493108954551e-05
311588,7.138925069946586e-05
453733,7.106253106912545e-05
317507,7.078593946434546e-05
495791,7.021077112502123e-05
343433,7.018378191997582e-05
255835,7.003020799681274e-05
764097,6.966010423816924e-05
329480,6.947753990104968e-05
427914,6.929851325162681e-05
706662,6.868096664168537e-05
748105,6.858789200661018e-05
231344,6.789431411172057e-05
717007,6.785596757038352e-05
764381,6.696473329956963e-05
738882,6.695314546373696e-05
684773,6.654294235140771e-05
305595,6.633977187551477e-05
241593,6.631974880380222e-05
292060,6.61735245836369e-05
318381,6.605357941756449e-05
590390,6.514329179647844e-05
696250,6.475743203516877e-05
726024,6.46713920411756e-05
697290,6.42418381077148e-05
222987,6.411156533666528e-05
231621,6.356614525305352e-05
230349,6.354497219606869e-05
283580,6.334454027022517e-05
379830,6.328673236101929e-05
327169,6.309815706720853e-05
339879,6.294774589776175e-05
630319,6.286206205348473e-05
206811,6.282243611420964e-05
229923,6.273590200833811e-05
692892,6.231015163179271e-05
236003,6.213008168842203e-05
301196,6.206410875978767e-05
543223,6.183574329984104e-05
235704,6.163186172223497e-05
590689,6.135466625935633e-05
283197,6.0948588883947594e-05
342251,6.060448523325315e-05
306376,6.04945505358079e-05
323381,6.048518288151711e-05
324863,6.016053129704862e-05
326738,5.9881460615990836e-05
262553,5.948579356900097e-05
253605,5.930542319491626e-05
457775,5.859622953822061e-05
323980,5.844677867994851e-05
389005,5.834079669631927e-05
405633,5.764190931498097e-05
362605,5.7511585452629774e-05
315793,5.6996642047209866e-05
244441,5.681660589428035e-05
548789,5.651509220402641e-05
514923,5.651509220402641e-05
500540,5.6486869512008084e-05
223836,5.619111549714488e-05
208829,5.60936333365525e-05
260760,5.5810395807810954e-05
280629,5.578604713269233e-05
